exponent,min_runtime_old,min_runtime_new
1605,0.0005692799968528561,8.239999442594126e-05
1606,0.0006135389994597062,0.00010769000073196366
1607,0.0005093400031910278,7.947999984025955e-05
1608,0.005085659999167547,8.15800012787804e-05
1609,0.0005323500008671544,8.071000047493726e-05
1610,0.0004877499959548004,7.976000051712617e-05
1611,0.0004949899957864545,7.95599989942275e-05
1612,0.0004574599952320568,7.65999939176254e-05
1613,0.00048799999785842374,8.332000288646668e-05
1614,0.0005927300007897429,8.337000326719135e-05
1615,0.0004946799963363446,8.405099652009085e-05
1616,0.0005672289989888668,7.839000318199396e-05
1617,0.0005619899966404773,7.953999738674611e-05
1618,0.0005120189962326549,7.92600039858371e-05
1619,0.0004903500012005679,8.046000584727153e-05
1620,0.0004931889998260885,7.901999924797565e-05
1621,0.0006198499977472238,7.989000005181879e-05
1622,0.0004948100031469949,8.722000347916037e-05
1623,0.0005935200024396181,0.00012097999569959939
1624,0.0004763799952343106,0.00011634000111371279
1625,0.0006375009979819879,0.00013300000136950985
1626,0.000603781001700554,0.00024247100373031572
1627,0.0004863900030613877,8.890000026440248e-05
1628,0.0004869599943049252,9.044000034919009e-05
1629,0.0005897900045965798,8.355000318260863e-05
1630,0.0005526599998120219,0.0028123689990025014
1631,0.000540410001121927,8.776000322541222e-05
1632,0.0030635500006610528,8.597999840276316e-05
1633,0.0005032699991716072,8.473000343656167e-05
1634,0.0008416590062552132,8.612000237917528e-05
1635,0.0006753409979864955,9.740999666973948e-05
1636,0.0006664100001216866,9.578900062479079e-05
1637,0.0007203999994089827,8.607000199845061e-05
1638,0.0006534299973282032,9.511999815003946e-05
1639,0.0007045800011837855,9.390999912284315e-05
1640,0.0007032699941191822,0.00025626999558880925
1641,0.0006683600004180335,8.795999747235328e-05
1642,0.0006774099965696223,0.00010890999692492187
1643,0.0007928199993330054,9.196000610245392e-05
1644,0.0008434710034634918,9.495000267634168e-05
1645,0.0006865400064270943,9.643999510444701e-05
1646,0.000729619998310227,9.883100574370474e-05
1647,0.0007418599998345599,0.00014480000390904024
1648,0.0007089899954735301,9.595000301487744e-05
1649,0.00084145999426255,0.00010087000555358827
1650,0.004270769997674506,0.00010177999502047896
1651,0.000677830001222901,9.875999967334792e-05
1652,0.000687550003931392,9.507000504527241e-05
1653,0.0007129000005079433,8.888999582268298e-05
1654,0.0006837600012659095,0.00011938999523408711
1655,0.0006880600049044006,8.861999958753586e-05
1656,0.0006883500027470291,0.0009025699982885271
1657,0.001335889995971229,9.89600011962466e-05
1658,0.0007012799978838302,9.395000233780593e-05
1659,0.004262189999280963,9.474000398768112e-05
1660,0.0006884600006742403,8.910999895306304e-05
1661,0.0006311100005405024,8.962099673226476e-05
1662,0.0007064899982651696,8.956999954534695e-05
1663,0.0007807599977240898,9.696000051917508e-05
1664,0.0006815099986852147,8.756000170251355e-05
1665,0.0007114400068530813,9.637000039219856e-05
1666,0.0006979989993851632,9.323999984189868e-05
1667,0.0006993100032559596,9.357000089948997e-05
1668,0.0005337599941412918,9.445999603485689e-05
1669,0.0003361290000611916,7.08110019331798e-05
1670,0.0053016300007584505,9.627999679651111e-05
1671,0.0003412099977140315,7.105899567250162e-05
1672,0.0008210300002247095,9.292900358559564e-05
1673,0.0005278099997667596,8.410000009462237e-05
1674,0.0005531500064535066,8.928000170271844e-05
1675,0.0005305500017129816,8.662999607622623e-05
1676,0.0005279199976939708,8.416000491706654e-05
1677,0.0005296790041029453,8.510900079272687e-05
1678,0.000541069995961152,8.505999721819535e-05
1679,0.0005214400007389486,0.0001125310009228997
1680,0.0005311200002324767,8.397000055992976e-05
1681,0.0005613900066236965,8.479000098304823e-05
1682,0.0005530199996428564,8.43599991640076e-05
1683,0.0005238410012680106,8.81100058904849e-05
1684,0.009700378999696113,0.00010373999975854531
1685,0.0005307999963406473,8.635000267531723e-05
1686,0.0005304700025590137,8.558000263292342e-05
1687,0.013810280004690867,8.975999662652612e-05
1688,0.0005185199988773093,8.71700030984357e-05
1689,0.000516779997269623,8.926000009523705e-05
1690,0.0005112299986649305,8.940100087784231e-05
1691,0.004005459006293677,8.97290010470897e-05
1692,0.0005160700020496733,9.424000018043444e-05
1693,0.0005180799998925067,8.936999802244827e-05
1694,0.0005064790020696819,9.085900092031807e-05
1695,0.01426386900129728,9.177999891107902e-05
1696,0.0005620700030704029,8.92489988473244e-05
1697,0.0007610000029671937,0.0001070200014510192
1698,0.0005710100012947805,0.00010344000475015491
1699,0.002573350000602659,9.367900202050805e-05
1700,0.0005431399986264296,8.990000060293823e-05
1701,0.0008817689958959818,9.18099976843223e-05
1702,0.0005333500012056902,9.115000284509733e-05
1703,0.0005485399960889481,8.846999844536185e-05
1704,0.0005395999978645705,8.824999531498179e-05
1705,0.0005222100007813424,0.00013704899902222678
1706,0.0005420000015874393,8.849999721860513e-05
1707,0.0005286000014166348,9.380999836139381e-05
1708,0.0005551100039156154,0.00010648999887052923
1709,0.000374249997548759,0.00011579100100789219
1710,0.0005230599999777041,8.936000085668638e-05
1711,0.000525589995959308,9.689000580692664e-05
1712,0.0005272199996397831,8.67100025061518e-05
1713,0.0006104600033722818,8.800999785307795e-05
1714,0.00054114999511512,8.867100405041128e-05
1715,0.0005338600021786988,8.977000106824562e-05
1716,0.0005262599952402525,8.936999802244827e-05
1717,0.0005705100047634915,9.013999806484208e-05
1718,0.0005469009993248619,8.923999848775566e-05
1719,0.0005629989973385818,8.687000081408769e-05
1720,0.0006069800001569092,8.908000017981976e-05
1721,0.0005858099975739606,9.177999891107902e-05
1722,0.0005289799955789931,0.00010307000047760084
1723,0.0005434409977169707,9.117000445257872e-05
1724,0.0005568699998548254,9.791000047698617e-05
1725,0.000540109998837579,0.00010705999739002436
1726,0.00044455000170273706,7.550000009359792e-05
1727,0.0005774500023107976,9.191000572172925e-05
1728,0.0008589799981564283,9.358000534120947e-05
1729,0.0005829799993080087,8.955000521382317e-05
1730,0.0005679889945895411,8.90200026333332e-05
1731,0.0005544599989661947,9.002000297186896e-05
1732,0.0005568300039158203,8.9339999249205e-05
1733,0.0005926200028625317,9.190000128000975e-05
1734,0.0030750290025025606,8.988899935502559e-05
1735,0.0005664299969794229,9.80300028459169e-05
1736,0.0006054209952708334,9.674000466475263e-05
1737,0.0005734510050388053,9.734000195749104e-05
1738,0.0006253499959711917,9.47599983192049e-05
1739,0.0006052600001567043,0.00010625999857438728
1740,0.0009028089989442378,0.0001152909972006455
1741,0.0005627700011245906,0.00010508999548619613
1742,0.0004936100012855604,8.620999869890511e-05
1743,0.00044473000161815435,9.737100481288508e-05
1744,0.0003655699983937666,9.124000644078478e-05
1745,0.0004885000016656704,7.681999704800546e-05
1746,0.0005565299943555146,9.616999886929989e-05
