exponent,min_runtime_old,min_runtime_new
3695,0.03754652699717553,0.00036772099701920524
3696,0.002263729002152104,0.0003762199994525872
3697,0.0022533390001626685,0.0009756310028024018
3698,0.00156625900126528,0.00035740999737754464
3699,0.0017032400064636022,0.00036982999881729484
3700,0.0021564000053331256,0.00042207999649690464
3701,0.002245550000225194,0.0003954700005124323
3702,0.002331529998627957,0.00042969999776687473
3703,0.002396848998614587,0.00044438999611884356
3704,0.0024912789958762005,0.0003717500003403984
3705,0.0021847399984835647,0.00038451000000350177
3706,0.0022377599962055683,0.0003835500028799288
3707,0.002665120002347976,0.0003822599974228069
3708,0.002183889999287203,0.0004003990034107119
3709,0.0021905399989918806,0.00038219999987632036
3710,0.0022124189999885857,0.00040042099863057956
3711,0.002355279997573234,0.00040285999421030283
3712,0.002177559996198397,0.0003849700005957857
3713,0.010248108999803662,0.0003917099966201931
3714,0.010753679001936689,0.0003827600012300536
3715,0.0019874399949912913,0.0004048899936606176
3716,0.0023519099995610304,0.00042155100527452305
3717,0.0020690300007117912,0.0003704999980982393
3718,0.021735317997809034,0.00035922999813919887
3719,0.0021879099949728698,0.0003605399979278445
3720,0.0022500699997181073,0.0004133299953537062
3721,0.002074039999570232,0.00035493999894242734
3722,0.0018377990054432303,0.003184330002113711
3723,0.001804079998692032,0.0003725400019902736
3724,0.0021496699991985224,0.00035442100488580763
3725,0.002165420002711471,0.00036354099574964494
3726,0.001957810003659688,0.050206536005134694
3727,0.002039758997852914,0.00033116999838966876
3728,0.0016806400017230771,0.00037755999801447615
3729,0.0014555699963239022,0.0004167299994151108
3730,0.002028668997809291,0.00038183899596333504
3731,0.047574755997629836,0.0004055300014442764
3732,0.00149583000165876,0.0003528099987306632
3733,0.0014364599992404692,0.00034674000198720023
3734,0.0017441200034227222,0.000407639003242366
3735,0.0017349900008412078,0.0003709390002768487
3736,0.002308269999048207,0.00032708099752198905
3737,0.0016314500026055612,0.00037398000131361187
3738,0.005446479997772258,0.0003639999995357357
3739,0.0022162899986142293,0.00037434000114444643
3740,0.0015636299940524623,0.00036189999809721485
3741,0.0017233800026588142,0.03012536800088128
3742,0.0022348390048136935,0.0003909699953510426
3743,0.0021873990044696257,0.0004000000044470653
3744,0.0022719900007359684,0.0003655399996205233
3745,0.0023594289959874004,0.0003694500046549365
3746,0.0022660690010525286,0.0003652800005511381
3747,0.002263690003019292,0.000384769999072887
3748,0.0022564399987459183,0.0004962899984093383
3749,0.005409249002696015,0.0004192790001980029
3750,0.0016890900005819276,0.00037306999729480594
3751,0.043851026995980646,0.00033187100052600726
3752,0.0020759600010933354,0.0003770399998757057
3753,0.0014875100023346022,0.0003259799996158108
3754,0.0023249400037457235,0.0004025800008093938
3755,0.002015420002862811,0.00036363999970490113
3756,0.0018989900054293685,0.00036845000431640074
3757,0.0015871200012043118,0.00034614100150065497
3758,0.0016293890002998523,0.0004213899956084788
3759,0.0015961489989422262,0.0003340499970363453
3760,0.0015989800012903288,0.0003850499997497536
3761,0.0014584989985451102,0.000374700000975281
3762,0.001518419994681608,0.0003723400004673749
3763,0.001511530004790984,0.00035367999953450635
3764,0.0014914999992470257,0.0003269299995736219
3765,0.0014606000040657818,0.0003340900002513081
3766,0.0015250599972205237,0.00035407899849815294
3767,0.0015137000009417534,0.00038268000207608566
3768,0.0015215200037346222,0.0003342199997860007
3769,0.001503600004070904,0.00038049999420763925
3770,0.0014179899953887798,0.0003410200006328523
3771,0.001669390003371518,0.0003672199964057654
3772,0.0017186400000355206,0.00034203999530291185
3773,0.001417979998223018,0.00035417000617599115
3774,0.0024540599988540635,0.00041605000296840444
3775,0.0022026200022082776,0.000523369999427814
3776,0.0014801600045757368,0.0003371699931449257
3777,0.0016324300013366155,0.00033242999779758975
3778,0.0047707599951536395,0.00034905000211438164
3779,0.0025173199974233285,0.0004525299955275841
3780,0.003371509999851696,0.0003392100043129176
3781,0.002709730004426092,0.0003929899976355955
3782,0.0018323910044273362,0.016633548999379855
3783,0.0015644500017515384,0.00033818999509094283
3784,0.002303120003489312,0.0003410600038478151
3785,0.0019253400023444556,0.0009843999941949733
3786,0.001468340000428725,0.00034577999758766964
3787,0.0014524090001941659,0.00035004899837076664
3788,0.0014640100052929483,0.0003869299980578944
3789,0.0016428089948021807,0.00034017999860225245
3790,0.005820099999255035,0.0004290610013413243
3791,0.001496419994509779,0.0003540500038070604
3792,0.0015844500012462959,0.00033957000414375216
3793,0.0016950600038398989,0.00036995000118622556
3794,0.0023076489960658364,0.00042271999700460583
3795,0.0024160100001608953,0.00040692000038689
3796,0.002316129997780081,0.0004219699985696934
3797,0.002260490000480786,0.0004325900008552708
3798,0.002246640004159417,0.00042926000605802983
3799,0.0022459899992099963,0.0003971499972976744
3800,0.0023163100049714558,0.0005838799988850951
3801,0.0015899100035312586,0.00034216999483760446
3802,0.0026197999977739528,0.00044054000318283215
3803,0.0019215310021536425,0.00037383000017143786
3804,0.0022234799980651587,0.0003886299964506179
3805,0.0016579389994149096,0.00039369000296574086
3806,0.0023489700033678673,0.0004248990007909015
3807,0.0020384600065881386,0.00038425999809987843
3808,0.0022676290027447976,0.00048444999993080273
3809,0.0023178199990070425,0.0003878600036841817
3810,0.004322580003645271,0.0004084699976374395
3811,0.0023773009961587377,0.0004527000055531971
3812,0.0021983999977237545,0.0004190899999230169
3813,0.0021846599993295968,0.0006186400059959851
3814,0.0022016000002622604,0.0004020300038973801
3815,0.0020849290012847632,0.0008594500031904317
3816,0.002292069999384694,0.00040034999983618036
3817,0.0024336599963135086,0.00043499000457813963
3818,0.002422950004984159,0.00038653999945381656
3819,0.00236534999567084,0.0004116790005355142
3820,0.002232999999250751,0.000420919997850433
3821,0.0023129690016503446,0.0004074300013598986
3822,0.0021998399970470928,0.0003861899967887439
3823,0.002279200001794379,0.00037334999797167256
3824,0.0022930310005904175,0.0004154799971729517
3825,0.002371750000747852,0.00040117000025929883
3826,0.002459720002661925,0.00041350999526912346
3827,0.002222629998868797,0.00040841000009095296
3828,0.002465858997311443,0.0003809300033026375
3829,0.0021427699975902215,0.00040265999996336177
3830,0.0021681599973817356,0.00042191999818896875
3831,0.0025547299956087954,0.00044472999434219673
3832,0.0023776899979566224,0.00043607000407064334
3833,0.0023444799953722395,0.0004210599945508875
3834,0.002327560003323015,0.0005757999970228411
3835,0.0024500100043951534,0.00040617899503558874
3836,0.0024025399980018847,0.00040209999860962853
3837,0.0022997099949861877,0.00040497999725630507
3838,0.002443090001179371,0.0004143599944654852
3839,0.0020632800005842,0.00043656100024236366
3840,0.002314930003194604,0.00041367000085301697
3841,0.001760530001774896,0.0004125300038140267
3842,0.0024367189980694093,0.0003986200026702136
3843,0.0023320100008277223,0.0004187400045339018
3844,0.0025967399997171015,0.00039705999370198697
3845,0.0023627810005564243,0.0003967399970861152
3846,0.0025801410010899417,0.0004064700042363256
3847,0.0024682300063432194,0.00041338000301038846
3848,0.0019138699935865588,0.042235886001435574
3849,0.002430200001981575,0.00039927000034367666
3850,0.0024986600037664175,0.00042724000377347693
3851,0.002336220000870526,0.000398110001697205
3852,0.009496619997662492,0.0003945299977203831
3853,0.0015236100007314235,0.0003991109988419339
3854,0.0023654000033275224,0.0004222899951855652
3855,0.0035655889951158315,0.0004256200045347214
3856,0.0023983790015336126,0.00040951999835669994
3857,0.002629399998113513,0.00042051999480463564
3858,0.0023439399956259876,0.0004106400010641664
3859,0.0024689299971214496,0.0004138099975534715
3860,0.002370219001022633,0.00041850999696180224
3861,0.0026196890030405484,0.00044649899791693315
3862,0.002381619000516366,0.0003449400028330274
3863,0.0020188700000289828,0.0004080599974258803
3864,0.001964869996299967,0.0004045099994982593
3865,0.002629580005304888,0.0004061700019519776
3866,0.002434670001093764,0.05176017600024352
3867,0.0024491290023433976,0.00040147000254364684
3868,0.004424509999807924,0.0004198200040264055
3869,0.001919950002047699,0.0004490999999688938
3870,0.0017259390006074682,0.00039136000123107806
3871,0.0017475599961471744,0.0005362499941838905
3872,0.002542679001635406,0.0004085399996256456
3873,0.001850289998401422,0.0003987399977631867
3874,0.00243161000253167,0.00038961900281719863
3875,0.04767693600297207,0.0004466800019145012
3876,0.0022764489986002445,0.00037508999957935885
3877,0.006043289999070112,0.0004102300008526072
3878,0.002337010002520401,0.0004373499978100881
3879,0.002563818998169154,0.0004126499989069998
3880,0.007664409000426531,0.0003911890016752295
3881,0.0024345300043933094,0.0003973100028815679
3882,0.0019284900045022368,0.0004252099970472045
3883,0.002445459998853039,0.00043043000187026337
3884,0.05414609499712242,0.0012087899958714843
3885,0.0019346800036146306,0.0004956100019626319
3886,0.001584559999173507,0.00043147899850737303
3887,0.0015541999964625575,0.0003713300029630773
3888,0.0016203200066229329,0.0003820300044026226
3889,0.0018730590018094517,0.0003908700018655509
3890,0.001973550002730917,0.0003531300026224926
3891,0.0018040490031125955,0.0003627400001278147
3892,0.0024651490020914935,0.0003478899961919524
3893,0.0017838900021160953,0.00040230900049209595
3894,0.001624520002224017,0.0003531199981807731
3895,0.0018425000016577542,0.000383059996238444
3896,0.001938631001394242,0.0004225209995638579
3897,0.001509900001110509,0.00035075000050710514
3898,0.0016990100048133172,0.00038841999776195735
3899,0.002382088998274412,0.00040766999882180244
3900,0.0017460790040786378,0.00035974999627796933
3901,0.0018005899983108975,0.0003584299993235618
3902,0.002405290004389826,0.0004698589982581325
3903,0.0024439800035906956,0.0004115000047022477
3904,0.002498990004824009,0.00043486899812705815
3905,0.0024794400014798157,0.00047048000124050304
3906,0.002368929999647662,0.0004378000012366101
3907,0.0024625500009278767,0.00042128999484702945
3908,0.0023729699969408102,0.0004245590025675483
3909,0.002382858998316806,0.0005514899967238307
3910,0.060537124998518266,0.0004754999972647056
3911,0.0016892400017241016,0.0003803100044024177
3912,0.005198898994422052,0.0003565599981811829
3913,0.0016991289958241396,0.0005480000036186539
3914,0.002285349000885617,0.0003534200004651211
3915,0.0015383200006908737,0.00041039899952011183
3916,0.0015308899965020828,0.0004116199997952208
3917,0.0019909600014216267,0.00044406999950297177
3918,0.0016192100010812283,0.00042806900455616415
3919,0.0020154800004092976,0.0003841400030069053
3920,0.03145281699835323,0.0004007699972135015
3921,0.0016678690008120611,0.000441509997472167
3922,0.001714548998279497,0.00038139999378472567
3923,0.0054951300044194795,0.00042335000034654513
3924,0.002519739995477721,0.00041063000389840454
3925,0.010494750000361819,0.017424039004254155
3926,0.0026242300009471364,0.00041768999653868377
3927,0.0025477700037299655,0.00041866999526973814
3928,0.002605100002256222,0.0004590600001392886
3929,0.0020295599970268086,0.00042686999950092286
3930,0.0024341790049220435,0.0004228200050420128
3931,0.002557410000008531,0.0005180799998925067
3932,0.002385580002737697,0.0004280600041965954
3933,0.002493159998266492,0.000426630002039019
3934,0.002520198999263812,0.0004232700011925772
3935,0.0024580899989814498,0.00043560000631259754
3936,0.05231690600339789,0.00042115999531233683
3937,0.0023925999994389713,0.00042266999662388116
3938,0.00424777899752371,0.00045042999408906326
3939,0.0023892399985925294,0.0004322789973230101
3940,0.0024765199996181764,0.00043494999408721924
3941,0.056137876003049314,0.0008103500003926456
3942,0.0018717290004133247,0.0003779899998335168
3943,0.051379085998632945,0.00042278000182705
3944,0.0016722799991839565,0.0003681399975903332
3945,0.0015920200021355413,0.00043957999878330156
3946,0.002047460002359003,0.0004297900013625622
3947,0.005856429001141805,0.0004153099944232963
3948,0.0016720500061637722,0.00036960999568691477
3949,0.003116430001682602,0.0005415100022219121
3950,0.005879479002032895,0.00042796999332495034
3951,0.0017236099956789985,0.0003720290042110719
3952,0.0017412309971405193,0.0004416800002218224
3953,0.0017340300037176348,0.0003796700038947165
3954,0.04828461600118317,0.0004453799992916174
3955,0.0017225099945790134,0.00036523900052998215
3956,0.052030396000191104,0.0005180599982850254
3957,0.0017519299944979139,0.0003774500000872649
3958,0.0016059810004662722,0.0004742699966300279
3959,0.0023259700028575025,0.0003666699994937517
3960,0.0015651600042474456,0.0004532189996098168
3961,0.0023781499985489063,0.00043136000022059307
3962,0.047355246999359224,0.0003912600004696287
3963,0.001983779999136459,0.00039830999594414607
3964,0.002000209999096114,0.0004444900041562505
3965,0.0020080999966012314,0.00037590000283671543
3966,0.0026233899989165366,0.00044473999878391623
3967,0.002046169000095688,0.00041012000292539597
3968,0.002090460002364125,0.0004049400013172999
3969,0.0026578199976938777,0.00041511999734211713
3970,0.002137759998731781,0.000455959998362232
3971,0.0018641200003912672,0.00042609000229276717
3972,0.0021980000019539148,0.0004473099979804829
3973,0.002125200000591576,0.0005042900011176243
3974,0.002073538998956792,0.00038500999653479084
3975,0.00301554000179749,0.0004542800015769899
3976,0.002544709001085721,0.00041779900493565947
3977,0.00278941000578925,0.0008344999951077625
3978,0.002821158996084705,0.0005392999955802225
3979,0.0027902790025109425,0.0005133700033184141
3980,0.0035649799974635243,0.0004550500016193837
3981,0.002814148996549193,0.00045304999366635457
3982,0.002907149995735381,0.00038902000233065337
3983,0.0028700589973595925,0.00047112000174820423
3984,0.003209128997696098,0.0004743899989989586
3985,0.002704839003854431,0.0004514199972618371
3986,0.002754199995251838,0.0004262809961801395
3987,0.002705238999624271,0.0004422999991220422
3988,0.002955179996206425,0.0004277499974705279
3989,0.002898780003306456,0.00048659000458428636
3990,0.0024979700028779916,0.00043368999467929825
3991,0.002565030001278501,0.000476549997983966
3992,0.01053824999689823,0.0004368800000520423
3993,0.0023014999969745986,0.0004187699960311875
3994,0.0024826500011840835,0.000418780000472907
3995,0.0025302700014435686,0.0004371899995021522
3996,0.0024553100010962225,0.0006220610011951067
3997,0.004239248999510892,0.00042068000038852915
3998,0.002842879999661818,0.0004327200003899634
3999,0.0026004399987868965,0.0004328400027588941
4000,0.00272485900495667,0.00042827000288525596
4001,0.002406019004411064,0.0003989999968325719
4002,0.0025157199997920543,0.0004332389944465831
4003,0.00262195999675896,0.0004217990062898025
4004,0.0019540290013537742,0.0004378199955681339
4005,0.0016318199996021576,0.00037026999780209735
4006,0.0019962799997301772,0.00038456999754998833
4007,0.002189649996580556,0.0003819699995801784
4008,0.002150109998183325,0.0004305300026317127
4009,0.0025737100004334934,0.00044250900100450963
4010,0.002165139994758647,0.0003923299955204129
4011,0.0019022889973712154,0.00037567999970633537
4012,0.0018333600019104779,0.0003738490049727261
4013,0.0037794500021846034,0.00044078100472688675
4014,0.0023991490015760064,0.0004233899962855503
4015,0.0025247399971704,0.0005651809988194145
4016,0.00264834999688901,0.00042740099888760597
4017,0.002235630003269762,0.0004873100042459555
4018,0.00700868899730267,0.00045669000246562064
4019,0.002573500001744833,0.00042407000000821427
4020,0.0023613200028194115,0.0005352099979063496
4021,0.002742879994912073,0.00045115000102669
4022,0.0017095299990614876,0.00042394999763928354
4023,0.0024809690003166907,0.00042082999425474554
4024,0.003186929003277328,0.0004264899980626069
4025,0.002782648996799253,0.0004621600019163452
4026,0.002438409996102564,0.0004247600008966401
4027,0.0027407800007495098,0.0004357209982117638
4028,0.04825134699785849,0.0005434999984572642
4029,0.002578009996796027,0.00047477999760303646
4030,0.0025052999990293756,0.0004680600031861104
4031,0.0026402189978398383,0.0004336400015745312
4032,0.0028382189993862994,0.0004915999961667694
4033,0.049735975997464266,0.000450888997875154
4034,0.011263220003456809,0.00048240000614896417
4035,0.006098060002841521,0.00045301900536287576
4036,0.001650789999985136,0.00042052999924635515
4037,0.00666987899603555,0.0004813999985344708
4038,0.0018328300066059455,0.00044016099855070934
4039,0.002449420004268177,0.00042335000034654513
4040,0.0499157459998969,0.00046424999891314656
4041,0.0021406200030469336,0.00048239999887300655
4042,0.009411268998519517,0.0029334700011531822
4043,0.0019829599987133406,0.00046006000047782436
4044,0.0026109899990842678,0.0004284999959054403
4045,0.0025072100033867173,0.00043153000297024846
4046,0.002638019999722019,0.00042995999683625996
4047,0.0030925800019758753,0.00042971899529220536
4048,0.002590538999356795,0.0004480799980228767
4049,0.002908659997046925,0.0004553399994620122
4050,0.0024019600023166277,0.0004385700012790039
4051,0.0033156099962070584,0.0004360699967946857
4052,0.002476800000295043,0.00045559000136563554
4053,0.002586160000646487,0.00044803900527767837
4054,0.0030129299993859604,0.0004605799986165948
4055,0.002517890003218781,0.00045559000136563554
4056,0.0024719990033190697,0.00043839000136358663
4057,0.002690170003916137,0.0004516100016189739
4058,0.002639980004460085,0.0004650210030376911
4059,0.003166560003592167,0.00045557999692391604
4060,0.002949000001535751,0.0004544700059341267
4061,0.002563319001637865,0.06204732500191312
4062,0.009695079002995044,0.0004660699996748008
4063,0.0031320699999923818,0.0017988600011449307
4064,0.0026969099999405444,0.0004270799981895834
4065,0.0026325399958295748,0.0004346999994595535
4066,0.002775159999146126,0.00044922000233782455
4067,0.0025038199964910746,0.0004534699983196333
4068,0.002217020002717618,0.0004411200061440468
4069,0.002015239995671436,0.00045281000348040834
4070,0.002381860002060421,0.00040273000195156783
4071,0.04954281599930255,0.0004884200025117025
4072,0.002165500001865439,0.00043170999560970813
4073,0.0027207200037082657,0.00043619999632937834
4074,0.0027512800006661564,0.004014919999463018
4075,0.002589969997643493,0.0004697699987445958
4076,0.0027017899992642924,0.0004589489981299266
4077,0.0026335789953009225,0.00044146000436739996
4078,0.0021149699969100766,0.00046298999950522557
4079,0.0023576999956276268,0.0004951000009896234
4080,0.0026796699967235327,0.00044284999603405595
4081,0.002409808999800589,0.0008258999951067381
4082,0.002599110004666727,0.0004702790029114112
4083,0.0026268889996572398,0.0004381600010674447
4084,0.00258536000183085,0.0005183299945201725
4085,0.01060221000079764,0.00044251900544622913
4086,0.007632419001311064,0.0004356200006441213
4087,0.002561900000728201,0.00044733999675372615
4088,0.002341829997021705,0.0004295800026739016
4089,0.002881079002690967,0.00048021000111475587
4090,0.002691620000405237,0.0004815200009034015
4091,0.003285900005721487,0.0005839099976583384
4092,0.002643619998707436,0.0004696199976024218
4093,0.002599920000648126,0.0005118010012665763
4094,0.0027125389970024116,0.000439370000094641
4095,0.002753019994997885,0.000441230004071258
4096,0.0026594500013743527,0.0004387799999676645
4097,0.0032353200003854,0.00045064000005368143
4098,0.0027346689967089333,0.0006021699955454096
4099,0.00423857999703614,0.0006606300012208521
4100,0.002572059995145537,0.0004850000041187741
4101,0.0018826300001819618,0.0004440300035639666
4102,0.0027153699993505143,0.00040985000669024885
4103,0.0016499000048497692,0.00039059000118868425
4104,0.002725020000070799,0.00044797000009566545
4105,0.0027684300002874807,0.00046179999480955303
4106,0.0022624089979217388,0.00042874999780906364
4107,0.0023284199996851385,0.00048642999900039285
4108,0.0019892109994543716,0.0004091200025868602
4109,0.002517900000384543,0.0004354900011094287
4110,0.0020530300025711767,0.00047934000031091273
4111,0.001994999998714775,0.0004086900007678196
4112,0.0030070899956626818,0.0004499399947235361
4113,0.0016843089979374781,0.0004057100013596937
4114,0.0026310199973522685,0.00045141000009607524
4115,0.00210499999957392,0.00042157999996561557
4116,0.002572460005467292,0.0004426399973453954
4117,0.001817239994124975,0.00040050999814411625
4118,0.0020523689963738434,0.0004435399969224818
4119,0.0017659889999777079,0.0004350099989096634
4120,0.002417899995634798,0.0004001300039817579
4121,0.0019035099976463243,0.0004742799937957898
4122,0.0021146200015209615,0.00047374999849125743
4123,0.0025304900045739487,0.000452860003861133
4124,0.002079860001686029,0.00041865999810397625
4125,0.002596578997327015,0.00044608999451156706
4126,0.00266025000018999,0.00046410999493673444
4127,0.0021233900042716414,0.000433450004493352
4128,0.0018101000023307279,0.00039072000072337687
4129,0.0023894699988886714,0.0003964400020777248
4130,0.001913399995828513,0.0004465099991648458
4131,0.001695130005828105,0.0004389000023365952
4132,0.0027608189993770793,0.000494650004839059
4133,0.0027162300029885955,0.0004737210038001649
4134,0.002773370004433673,0.00045230999967316166
4135,0.0025899199972627684,0.00046380999992834404
4136,0.0019978999989689328,0.0004415599978528917
4137,0.002595399993879255,0.0004038199986098334
4138,0.0026767389936139807,0.0004438700052560307
4139,0.00216927000292344,0.00045605000195791945
4140,0.002824950002832338,0.0004929799979436211
4141,0.002073960000416264,0.0005135400060680695
4142,0.0019067800021730363,0.0004055199970025569
4143,0.0029652289958903566,0.0004410799956531264
4144,0.0021217100002104416,0.00039895000372780487
4145,0.002858320003724657,0.0004486390025704168
4146,0.0018689200005610473,0.0003993099962826818
4147,0.002142819997970946,0.00044748999789590016
4148,0.052809396998782177,0.0005105799937155098
4149,0.002906870002334472,0.0004467010003281757
4150,0.002745910001976881,0.0004582900000968948
4151,0.002844839997123927,0.0004803099946002476
4152,0.0028841200037277304,0.0004799699963768944
4153,0.003532800001266878,0.0006463500030804425
4154,0.0031017900037113577,0.0004761500022141263
4155,0.0030904199957149103,0.0004696100004366599
4156,0.003367138997418806,0.000449139995907899
4157,0.003119590001006145,0.0004948299974785186
4158,0.002925660002802033,0.0005327299950295128
4159,0.0029489290027413517,0.0004899399937130511
4160,0.003335459994559642,0.00047872000141069293
4161,0.0018517999997129664,0.000552849996893201
4162,0.002765479999652598,0.00048579999565845355
4163,0.0028645299971685745,0.0005243100022198632
4164,0.0025565700052538887,0.00044971899478696287
4165,0.0026504999987082556,0.0004832600025110878
4166,0.0029190900022513233,0.00045229999523144215
4167,0.002561759996751789,0.00045093000517226756
4168,0.0030784590053372085,0.0004544809999060817
4169,0.0027255399982095696,0.00046365999878617004
4170,0.0027204690049984492,0.0004584499984048307
4171,0.00273085999651812,0.0004545800038613379
4172,0.0026685699995141476,0.0004603500055964105
4173,0.002950269998109434,0.0005240499958745204
4174,0.0024882500001695007,0.0004573499973048456
4175,0.004265650000888854,0.0004606500006048009
4176,0.0026890900044236332,0.00046286999713629484
4177,0.002676360003533773,0.0004496300025493838
4178,0.0026812610012711957,0.0004969200017512776
4179,0.00278416999935871,0.00044870100100524724
4180,0.0028183399990666658,0.0004756499984068796
4181,0.0019201399991288781,0.00045909999607829377
4182,0.0027298200002405792,0.0004122300015296787
4183,0.002975240000523627,0.0004706409963546321
4184,0.0026578699980746023,0.00046980999468360096
4185,0.0024628600003779866,0.00044904000242240727
4186,0.0017510899997432716,0.0004080400030943565
4187,0.0021265199975459836,0.0004737690032925457
4188,0.002566740004112944,0.00044095900375396013
4189,0.0023708599983365275,0.0004495590037549846
4190,0.0025515099987387657,0.0004713000016636215
4191,0.0023699399971519597,0.05010174700146308
4192,0.002703320002183318,0.0004483009979594499
4193,0.002339079001103528,0.00044998999510426074
4194,0.002507520002836827,0.00045538999984273687
4195,0.0025235799985239282,0.0004606299989973195
4196,0.0029164500010665506,0.0005221200044616126
4197,0.002571360004367307,0.0004690589994424954
4198,0.00273513999854913,0.0005142700028955005
4199,0.002716609997150954,0.00045526000030804425
4200,0.002665840002009645,0.0004685599997173995
4201,0.0029067700015730225,0.00045550099457614124
4202,0.0025844800038612448,0.0004216009983792901
4203,0.0027347900031600147,0.0004451300046639517
4204,0.002833430000464432,0.0005069010003353469
4205,0.06090757500351174,0.0004581300017889589
4206,0.0023606000031577423,0.0004206000012345612
4207,0.002113390000886284,0.0005072700005257502
4208,0.002788739999232348,0.00048499999684281647
4209,0.00278148000506917,0.0004916200050502084
4210,0.0029504299964173697,0.00044223000440979376
4211,0.0031575110042467713,0.0004584299967973493
4212,0.0028588099958142266,0.0004168900049990043
4213,0.052512215996102896,0.0005325500023900531
4214,0.0029083799963700585,0.00048460000107297674
4215,0.0043788490002043545,0.0004771800013259053
4216,0.0226825479985564,0.0004666500026360154
4217,0.003059339003812056,0.0005292499990900978
4218,0.005674678999639582,0.0005272599955787882
4219,0.005149810000148136,0.0005095499946037307
4220,0.004588408999552485,0.000496940003358759
4221,0.002756580004643183,0.00046174999442882836
4222,0.0027424700019764714,0.0004973600007360801
4223,0.0026992399943992496,0.00048721000348450616
4224,0.0026322300036554225,0.0005211000025155954
4225,0.002731439999479335,0.0005415590057964437
4226,0.002690759996767156,0.00046773900248808786
4227,0.0034602500018081628,0.00046846999612171203
4228,0.0017976500021177344,0.0004705499959527515
4229,0.0025694099967950024,0.0004737000053864904
4230,0.005145139999513049,0.0004743000026792288
4231,0.002287440001964569,0.0004687489999923855
4232,0.002665720006916672,0.000473569001769647
4233,0.003049589999136515,0.0004811199978576042
4234,0.002656550001120195,0.000410849999752827
4235,0.003164549998473376,0.0005086789969936945
4236,0.05381693500385154,0.00042923000000882894
4237,0.0030327100030262955,0.0004565999988699332
4238,0.002881558997614775,0.0004805999997188337
4239,0.0027013789949705824,0.00047713000094518065
4240,0.04889089599600993,0.0005841599995619617
4241,0.006367299996782094,0.0004664090010919608
4242,0.002686359999643173,0.00047690099745523185
4243,0.007677850000618491,0.00047787999938009307
4244,0.007675639993976802,0.00050331000238657
4245,0.008063207998930011,0.00047402999916812405
4246,0.0031463690029340796,0.0004733400055556558
4247,0.0021714799950132146,0.0004591000033542514
4248,0.0029519189993152395,0.0004604299974744208
4249,0.002899589999287855,0.00047336999705294147
4250,0.003016919996298384,0.0005546699976548553
4251,0.05508248600381194,0.00048523000441491604
4252,0.0025803099997574463,0.00050506999832578
4253,0.0029774700014968403,0.0004807700024684891
4254,0.005253810006252024,0.0005356999972718768
4255,0.0030769090008107014,0.0004868100004387088
4256,0.0028373000022838823,0.0005103999938000925
4257,0.003131799996481277,0.0005738100007874891
4258,0.0024402089984505437,0.000437080001574941
4259,0.0028470200049923733,0.00047682999866083264
4260,0.002805169999192003,0.00047436000022571534
4261,0.002475070003129076,0.00044424999941838905
4262,0.0030391910040634684,0.0004897699982393533
4263,0.003016118993400596,0.0004745499973068945
4264,0.002609570001368411,0.0004826700023841113
4265,0.002888459996029269,0.00047172999620670453
4266,0.002914839002187364,0.00047867000102996826
4267,0.0028295790034462698,0.00046538000606233254
4268,0.003418509993935004,0.0005021299948566593
4269,0.0028565199972945265,0.00048083000001497567
4270,0.06361601499520475,0.0005295599985402077
4271,0.0022854899943922646,0.0004416700030560605
4272,0.002648239998961799,0.0005354800014174543
4273,0.05069926600117469,0.0005123699957039207
4274,0.0019202900002710521,0.0004437500028871
4275,0.0031787089974386618,0.0005000899982405826
4276,0.048703786997066345,0.00046861000009812415
4277,0.0030184689967427403,0.0005048599996371195
4278,0.0029950899988762103,0.0004199499962851405
4279,0.048451385999214835,0.0005287000021780841
4280,0.0027439699988462962,0.0004434200018295087
4281,0.003090530000918079,0.0006812400024500675
4282,0.0021613899953081273,0.042143236998526845
4283,0.002927220004494302,0.0004756600028485991
4284,0.003098209999734536,0.0005294899965520017
4285,0.04816659600328421,0.0006207799960975535
4286,0.002507539997168351,0.0005599800060736015
4287,0.0029145300068194047,0.0005068799946457148
4288,0.0031362000008812174,0.0005019999953219667
4289,0.0029995489967404865,0.0004527790006250143
4290,0.0029750300018349662,0.00048296099703293294
4291,0.0031171789960353635,0.00048611999955028296
4292,0.002705999002500903,0.050242406003235374
4293,0.0031214400005410425,0.0005085099983261898
4294,0.0033615989959798753,0.000560430002224166
4295,0.0031074790022103116,0.000527379997947719
4296,0.0023887390052550472,0.000526119998539798
4297,0.0019205389980925247,0.00043416999687906355
4298,0.003082340001128614,0.0004803100018762052
4299,0.0069374390004668385,0.0004295499966247007
4300,0.0021762399992439896,0.00042593999387463555
4301,0.002357750003284309,0.0004476410031202249
4302,0.0027653100041789003,0.0004952809977112338
4303,0.0023837900007492863,0.0004345699999248609
4304,0.002385850006248802,0.00046060099703026935
4305,0.00287201000173809,0.0005038500021328218
4306,0.003025070000148844,0.0004882299981545657
4307,0.0021837189997313544,0.0004840699984924868
4308,0.0029326900039450265,0.0005001499957870692
4309,0.003263309998146724,0.0004908299961243756
4310,0.0031061999980011024,0.0004898499973933212
4311,0.002663100000063423,0.0005340800053090788
4312,0.0024463899972033687,0.0005588600033661351
4313,0.0019933689982281066,0.00047907900443533435
4314,0.002213559993833769,0.0004350700037321076
4315,0.001987749994441401,0.00048676000005798414
4316,0.0031917100059217773,0.0005945199955021963
